Time;V1;V2;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V23;V24;V25;V26;V27;V28;Amount;Class
56;3.265745;-0.667672;0.040231;-0.256993;0.833794;0.25236;1.763236;0.160715;-0.04695;-0.395261;0.006811;-0.428957;1.585668;0.118959;-0.45035;0.590478;-0.088496;0.406192;-0.944713;0.423992;-0.591918;-0.672245;0.401625;0.102272;0.189558;0.14702;0.371644;-0.294304;19.14;0
61;-2.736622;2.918374;-0.206512;-1.36938;-1.123824;-1.972297;1.194345;0.207994;0.299823;0.860756;0.536161;-1.563196;-1.272859;0.435686;-0.072615;-0.667369;-0.328388;-1.053847;-0.826463;-0.960613;0.831374;-0.121946;-1.150654;-0.284329;0.775347;-0.648137;1.026135;0.578459;27.89;0
67;1.332937;0.229037;-2.84735;-0.664561;-0.691599;2.059649;0.38764;0.641623;0.007839;2.977514;1.456315;0.489095;-0.460958;1.551177;0.351073;0.482459;0.758584;0.816756;0.39489;-1.08516;-0.726383;-0.14154;-0.596654;0.730538;0.137432;0.361975;0.7486;-0.373964;33.35;0
76;-1.006955;2.476459;0.105899;-1.918734;0.388432;-0.243107;-2.06509;-0.467137;1.791128;0.649713;-1.422049;1.11187;-0.695889;-0.053009;1.592014;-0.211056;0.816987;0.064266;-0.42898;1.658689;-1.05001;0.458248;-0.010172;0.568915;-0.212562;0.203805;-0.070708;0.108003;165.13;0
77;1.232327;0.809219;-0.08827;-2.58241;-0.930264;-0.902463;-0.534234;1.686897;0.038837;0.33376;0.27826;0.758913;0.393659;-0.101601;-0.051082;-0.538014;-0.24825;-1.106019;0.408661;-0.784396;-0.714923;-0.440037;-0.179844;-0.472413;0.578723;-0.124559;-0.136136;-0.647724;39.27;0
83;3.77056;-1.342735;1.716722;0.318676;-2.661394;0.158751;0.694408;-1.547539;-1.060997;0.368856;-0.805867;0.761268;-0.414703;0.628776;-2.282554;0.916034;0.150961;0.030335;-0.343871;0.253779;-0.393569;0.11442;0.843199;0.846699;0.340782;-0.434193;0.30826;-0.07319;165.84;0
83;-1.428475;-0.528786;-0.559027;-0.023665;0.089968;-0.662604;0.856497;1.218341;-1.588952;0.961438;1.806484;-0.245526;-0.679463;0.048386;-0.151886;-0.942756;0.383764;-0.323041;0.893712;1.013308;0.097608;-0.13435;-0.106745;0.529903;0.261287;0.009761;0.05661;0.185877;109.13;0
93;0.423737;0.459705;0.506164;-1.040289;1.32277;0.436014;-1.639419;-0.170662;0.439664;-0.947571;1.191158;1.79944;0.376747;-0.97654;0.373625;1.407594;-1.920053;0.260017;0.11471;-0.939619;-0.64101;-0.719362;-0.28254;1.073786;-0.32418;-0.908378;0.488809;-0.348037;6.11;0
94;1.969971;-2.188268;-1.091451;2.971669;-0.717548;-0.936786;1.018704;-1.276691;0.72612;-0.265857;0.216617;0.849351;-1.179618;-0.218585;-0.549295;0.187511;0.771134;0.435024;-0.829767;-1.741379;1.031222;-0.481171;0.885893;0.531806;0.536362;0.632734;-0.572598;0.092624;50.14;0
109;0.001107;-0.76227;-1.015779;-0.712746;-1.867832;0.662013;0.012725;-1.571903;0.155618;0.423226;1.456502;1.688048;-0.095189;-0.578516;0.960555;1.196142;-0.471887;-0.285597;0.429976;0.561696;-0.689353;0.020309;-1.148272;-0.439285;-0.264029;0.692203;0.070495;-0.254751;10.07;0
110;-2.702413;-1.963869;-1.062763;-0.674296;-2.241747;0.399758;-0.063843;-1.785625;-2.018031;0.021076;0.65412;-0.285073;-0.739136;-0.819363;-0.325429;-0.456051;0.525641;1.549019;-0.537878;1.137003;-0.012024;0.811431;-0.950645;-0.240895;0.786085;0.277778;0.082623;0.513411;100.12;0
113;0.534618;-1.679798;2.163492;0.353854;2.064309;-0.437186;-1.158599;-0.661819;-0.082645;0.177454;0.28047;0.582845;0.392826;-2.217288;0.378394;-0.463361;-0.216491;-0.168113;0.401612;-0.110325;-0.299289;0.52475;-0.215011;0.364707;0.242299;0.409954;0.453564;-0.318396;23.87;0
117;-1.567095;-1.761204;0.252765;-1.290983;-1.101252;1.355731;-0.344627;0.314065;2.367163;0.864717;-0.013559;2.316777;1.158737;0.528533;0.544272;1.412884;0.396561;0.009551;-0.677297;1.131497;-0.934436;0.212219;1.196776;0.089755;-0.044651;-0.134192;-0.137142;0.403158;29.08;0
120;2.116757;-1.441913;-0.141807;-0.481142;0.007825;0.332786;0.702711;1.90651;-0.250943;0.245227;0.349938;-0.487989;-1.231175;0.499385;2.028722;0.51722;-0.488325;-0.342195;-0.833656;-0.292771;-1.62884;0.247812;0.361942;-0.257525;0.490096;-0.37173;0.39437;-0.320754;3.14;0
128;-1.287506;-2.040212;1.377259;1.845163;0.420973;0.743286;-2.531015;0.202957;-1.320674;1.317041;3.141655;-2.816456;1.081852;0.000598;0.147473;-0.536025;1.437394;-0.804306;-0.43464;-0.065657;-0.439645;-0.511462;-0.522337;-1.008374;0.427257;-0.258316;0.168521;0.232466;16.26;0
130;4.771238;-3.068657;1.039161;-0.220756;0.670194;1.886675;1.685869;-0.250532;0.843642;1.650202;-0.233513;0.178805;-0.801981;-1.263311;0.961884;0.425873;0.133177;-1.371065;0.880943;0.882976;0.923749;0.153875;0.725387;0.131253;0.053101;-0.279536;0.7875;-0.61101;2.91;0
131;0.576047;-1.274526;-1.718785;-1.153443;-0.648723;-0.043234;0.501969;-2.720603;-1.480961;-0.170406;-1.590258;0.208264;0.957489;-0.117936;-0.596731;2.40411;-1.136774;-0.76912;-1.102508;-0.554933;-0.681519;-0.841326;0.128251;0.135201;-0.45524;0.490398;-0.437726;0.150425;6.3;0
146;2.003304;2.41044;-0.372647;-0.779813;3.205962;-0.116184;-0.281088;0.947574;-0.557589;1.140112;1.112412;0.814472;1.001715;-0.915905;-0.261531;-0.262093;-0.957525;0.239696;-0.352776;-0.063137;-0.429147;0.471992;0.414034;0.177687;-0.414775;-0.357739;-0.013524;-0.115664;17.53;0
151;-0.419013;2.248325;0.771561;1.691923;-0.023761;-0.978959;-0.062851;-0.186518;-0.958591;0.298186;-0.316006;-1.965769;-0.333348;-0.347431;-2.147275;-0.354541;0.123932;0.867721;0.009329;-0.263666;-0.802929;-0.594369;-0.047286;-0.674095;-0.427094;-0.235583;-0.154331;-0.039936;106.03;0
152;3.727089;-0.56251;-1.854685;1.230992;-0.557054;-0.001398;0.606498;1.312809;1.02019;-1.219995;0.593254;0.059267;-1.024481;-0.40508;1.172903;-0.24987;0.194392;-0.79091;1.151291;-1.242932;0.876942;0.272164;0.920038;0.961229;0.835597;0.353484;0.290118;-0.238674;2.48;0
155;0.38877;-0.361291;-0.194139;0.190279;0.952299;-1.723305;0.066964;-2.585326;-1.340716;0.899194;-0.036556;-0.527324;0.174012;-0.519696;0.078793;-0.693026;-0.775697;-1.745316;-0.172219;0.501351;0.830341;-1.200206;0.648287;-0.133622;-1.201834;-0.485629;0.472963;0.62479;2.99;0
156;3.932967;-2.629913;1.349306;-2.048531;1.552343;2.05487;0.001066;-0.813079;-1.309373;-2.296245;-1.320367;1.893933;0.755568;0.664059;-0.492136;0.063224;0.1267;-0.342616;1.687246;0.111027;0.1428;0.781062;0.032494;0.200183;0.777748;0.0042;-0.183951;-0.180805;116.71;0
157;-0.575946;0.204565;-1.804516;0.340737;1.550201;-0.349509;0.627975;0.365406;-2.521486;0.501686;-0.599277;0.038466;1.437462;0.492654;0.384567;0.949242;-0.965186;-1.858523;0.495506;0.189464;0.840692;-0.65179;-1.112333;-0.173906;0.878281;0.333104;0.099814;0.049427;45.12;0
164;0.718747;-0.678989;0.658197;1.23831;4.21462;0.825451;1.331524;0.341424;-0.174746;0.321381;-0.564676;-0.079731;-2.184111;0.758416;-1.360596;-1.357353;0.434313;0.722565;-0.01503;0.229897;-0.235214;-0.850847;-0.611809;-0.409934;-0.245814;-0.878788;-0.547188;-0.162551;133.13;0
166;-1.742332;2.176283;-0.722127;-0.480043;-0.531214;-1.544523;-1.8673;1.293662;0.86488;-1.495025;0.39638;0.260068;0.319361;0.430387;0.646724;-0.076205;0.030158;0.5647;-0.37274;-1.290053;-0.377129;-0.24076;-0.460828;0.686514;-0.407881;0.036318;0.205965;0.322047;67.9;0
168;0.184843;-2.969742;0.698561;0.048359;-1.272003;0.843683;0.880294;-0.071707;1.489199;0.922936;0.910986;1.066762;0.242718;-0.744048;-0.210747;-1.810605;-0.575995;0.50865;-0.361046;0.011425;-0.926428;0.761045;-1.279666;0.605979;-0.025331;0.011988;-0.29784;0.270934;61.75;0
177;-0.910938;-2.573661;-0.750682;0.497468;0.610112;-1.048942;-1.098703;0.949301;0.863913;-1.982705;0.149561;-0.566834;-0.872375;0.255887;0.035132;1.701965;0.143383;-0.981523;-0.791748;0.193403;-1.786817;-0.481281;-0.848214;-0.01758;0.32905;1.010014;-0.109393;0.128526;18.65;0
177;-2.459725;-2.945164;-0.079301;-0.583406;1.150485;0.364537;0.185239;1.658833;0.888517;-0.127484;-0.232799;-0.860011;1.015449;0.039376;1.789777;-0.46029;0.488847;0.869199;-0.013546;-0.358438;-0.890885;-0.060986;-0.100166;0.183898;-0.741098;0.700656;-0.152044;0.099484;6.67;0
179;4.351779;0.053704;-0.592777;-0.730433;1.337906;0.626409;1.13288;2.178487;-0.755759;-0.662642;-0.154887;0.081911;0.409536;-0.067184;0.243162;1.33299;-1.575037;-0.210644;-0.544289;0.659726;-1.115616;-0.117256;0.204889;0.348524;0.239558;-0.152611;-0.073935;0.151725;158.1;0
185;2.851601;-0.90635;-0.211569;-0.64106;-1.325263;-1.964995;-0.440812;1.134704;-1.321674;-1.302652;-0.028186;-0.301486;-0.099693;0.642837;1.086619;-0.430559;0.421878;-0.294007;-0.205258;-0.254735;0.086989;0.995003;-0.514167;0.319613;0.304565;0.13051;-0.264393;-0.349254;52.15;0
186;-0.738068;-3.767389;2.289748;-0.991099;1.304479;-0.042898;1.840092;2.282804;0.092413;-1.051864;2.293035;0.937317;0.189244;-0.465315;1.371321;0.483031;-0.595339;-0.20975;0.109676;-0.309375;-2.280695;-0.381889;0.350225;-0.975502;-0.486878;-0.382663;0.397515;0.058986;98.3;0
188;0.565373;1.417936;-1.533101;1.111619;-0.526317;1.632812;1.648429;1.726043;-0.015222;1.236307;2.251174;-1.748365;0.208723;-0.510328;-0.513704;-0.462138;-0.066718;0.132395;-0.299023;-0.123643;-1.12904;0.062675;0.647939;-0.247259;-0.325623;0.117143;-0.476761;0.014291;535.49;0
191;1.267619;-2.134515;0.726347;-0.781789;0.600803;0.431253;-0.410653;1.33377;-0.916637;1.638283;0.789163;-0.383712;0.712391;-1.133588;0.695886;-1.59796;-0.844112;0.128647;0.573104;0.011061;0.411177;-0.711024;-0.03802;-0.130187;0.686757;-0.61487;0.06309;-0.049369;21.35;0
194;0.314652;0.858169;-2.200237;-0.257848;-2.424295;-0.509945;-1.742053;-2.404554;0.324551;0.301451;-1.244914;-1.408002;-0.048337;-0.762892;0.742415;-0.988979;-1.111621;-0.15971;-1.870391;-1.38747;-0.696534;-0.424287;-0.099408;-0.125767;-0.013246;-0.946842;-0.176534;-0.246488;69.71;0
207;-2.124019;-0.066052;0.43876;0.668744;-0.771256;0.337338;1.850832;0.457062;-0.964476;0.081015;0.364456;-0.728138;0.542626;-0.512832;0.380597;-1.336881;0.526323;0.705263;0.130737;0.471999;0.839357;-0.419161;0.978672;-0.283173;-0.057839;-0.65587;0.654025;-0.046601;58.77;0
213;0.501793;0.247022;0.937806;-1.516105;2.195858;-0.402129;-1.369968;2.313599;-1.348146;-0.401201;-0.818398;-1.298742;-0.829564;-1.40041;0.545981;0.44972;0.979243;0.208266;0.131219;-1.28413;0.035943;-0.614294;-0.627901;1.644238;-0.177857;0.181081;-0.135419;-0.22058;86.84;0
217;-0.181883;-2.941724;0.336575;-1.276608;-0.654773;-0.085156;-0.507941;0.742366;-0.190112;0.001515;0.307719;0.548084;-0.463598;0.916139;-0.01611;-0.18605;1.559577;0.781942;-0.603256;0.405633;-1.054918;-0.151593;0.176538;-0.416728;-0.929486;0.142687;0.14183;-0.542159;115.77;0
225;-0.220588;-0.574782;0.426223;-0.756427;0.278885;1.536309;-2.008829;-1.333331;1.08278;0.07465;0.113261;-0.124433;-1.967217;0.768666;-0.61053;-0.199916;-0.253111;1.2863;0.549622;-0.538456;0.306694;-0.199489;-0.021361;-0.227653;0.86586;0.951441;-0.326189;0.130335;4.17;0
226;-2.047511;2.83193;0.824495;0.187417;0.294699;-0.666363;-0.227889;-0.290672;0.368864;2.019261;-0.032143;-0.405109;0.067787;0.318441;0.845776;-0.678947;0.014293;-0.296157;0.834848;-1.076351;-0.292895;0.246012;-0.758491;0.037647;0.595649;0.100254;0.192693;-0.162432;32.59;0
228;-2.666704;-0.435661;-3.246811;-0.671168;2.188758;-0.868514;-1.570051;2.032302;-0.042462;-0.220674;-1.23463;-0.428716;0.610845;-0.289313;-0.481221;-0.363994;0.286831;0.535459;-1.217374;-0.654651;0.232047;-0.962435;-0.372725;0.427677;-0.169291;-0.399658;-0.030225;0.578704;12.04;0
229;4.106435;0.73127;-1.012277;0.653487;-1.263938;-1.001666;-1.690387;0.459251;-0.053919;0.004999;-0.190792;0.415243;-0.902905;-0.241049;-0.148581;0.834886;-1.049218;-1.066258;0.200243;-0.00194;-0.040024;0.097551;-0.788192;-1.032099;0.44853;0.47375;-0.845076;-0.375389;10.5;0
230;0.309486;-0.533815;-0.298935;0.737237;-0.944395;1.794939;0.505299;-1.094275;-0.021491;-1.32057;0.166474;-0.491055;-0.005665;-1.351736;-0.094738;-0.034425;-0.487764;-1.402041;-1.435744;0.625276;-1.802479;-0.056566;-0.29312;-1.679785;-0.467442;-0.818502;-0.632551;-0.198801;136.37;0
235;0.29276;-2.975586;-1.535007;-0.562082;-1.032725;1.361132;-0.55004;-0.180872;0.821548;-0.229227;1.608073;-0.519233;0.121393;0.355245;1.382233;0.236449;-0.413864;-0.182924;-0.680196;-0.669234;-0.328557;0.564012;0.622684;-0.17954;-0.173904;-0.220214;-0.492269;-0.23562;112.93;0
237;-2.478083;1.897939;0.020511;0.254224;-0.094675;0.475534;1.370369;-0.888219;0.611312;0.367319;-0.937537;-0.879887;-2.621644;-0.454756;0.619987;-1.013125;-1.03706;1.002404;-0.285248;-0.386827;-1.127918;0.687682;-0.435098;-0.155147;-0.633161;-0.882469;-0.087912;1.094238;11.06;0
240;-2.389266;-0.499556;-1.174263;-1.223527;0.363693;-1.216511;-0.200137;0.086267;1.344847;0.119815;2.396346;1.546056;0.472573;-0.156288;1.287901;0.851856;-0.775765;0.296705;-1.463323;-0.579877;1.110805;-0.202628;-0.689881;-0.475551;0.777777;0.648694;0.120412;-0.505345;26.13;0
241;3.158146;0.741043;2.513777;1.728867;-1.391575;-1.388007;-1.381758;-0.615014;-2.01638;1.484654;0.823013;0.515623;-0.109032;-1.232753;-1.299636;-1.039954;0.080539;1.040325;-0.976223;0.549612;-0.789883;-0.304463;1.558313;-1.218251;0.350317;1.278074;0.367928;-0.427387;257.21;0
243;3.198372;1.505718;0.122335;0.605375;-0.394109;0.250368;-2.430888;0.229716;0.057186;-0.027096;-0.009244;-0.454452;-0.733363;-1.341209;0.007609;0.565711;-0.77485;1.91972;0.835783;0.103294;0.562837;0.285966;0.210412;0.549061;-0.08596;-0.379069;0.447464;0.008916;29.91;0
251;-0.343689;-0.653183;0.302607;1.738269;-0.236092;-0.547265;0.093052;0.201457;-0.58494;0.308959;-1.759721;-1.364107;0.856821;-0.134147;0.176216;0.066514;0.326854;-0.49259;0.970144;0.894663;-0.739103;0.512658;-0.255471;0.496777;-0.697824;0.520364;0.647866;-0.367283;53.93;0
259;-0.733819;-1.33861;1.030681;0.616514;-1.888458;1.220703;0.134115;-0.022381;-0.339949;-1.872758;1.535164;-0.190539;-2.792878;-0.284773;1.215015;-0.703599;0.929244;-0.93392;-0.034525;0.386994;0.695388;-0.441232;-0.778093;0.031872;0.48385;-0.031505;-0.25727;0.626113;114.47;0
262;2.368507;-2.811452;1.665361;1.4682;1.377443;-1.91601;1.28831;0.906742;-0.480011;-2.651471;-0.866268;0.294473;1.451983;-2.727479;1.776084;-0.214119;0.326533;0.533523;-0.245303;-0.80412;-0.424226;-0.768483;0.369757;0.709391;0.011497;0.100037;0.163115;0.260027;92.99;0
263;0.320309;-5.148998;-2.528428;1.107737;-0.489898;-1.209122;0.027017;1.848868;-1.022637;0.435816;-0.530817;0.004887;-0.810618;0.657742;0.084359;0.20733;1.1022;-1.244079;-0.174673;-0.302054;0.884454;-0.174779;0.788763;0.035615;-0.888853;0.604658;0.585128;0.464475;9.98;0
265;-3.465666;-0.093176;-0.386821;0.310693;0.491562;1.266432;-0.281852;-0.515459;-0.015476;1.324468;-2.85672;-0.207726;-0.164618;-1.002206;-0.644067;-0.197541;0.675548;-0.006406;0.43658;-0.683044;-0.411669;0.182142;-0.124864;-0.2457;0.259889;0.728149;-0.255085;-0.108033;1314.65;0
267;4.951373;2.448993;3.735596;-0.160584;1.113738;-0.457123;2.175161;-0.647964;0.568109;-1.626572;2.402396;-0.003136;-0.570343;0.443471;-1.66187;-1.109216;0.153058;-1.686077;1.062869;0.976144;-0.863384;0.303708;-0.013886;-0.270576;-0.205887;-0.269897;-0.350121;-0.127369;120.44;0
267;-0.276479;0.358248;-1.211626;1.786168;2.143078;-0.630212;-1.058654;0.076553;2.447002;0.097362;-0.453971;-0.966947;1.616249;0.473692;-1.025051;-1.222999;-0.553741;1.545673;-0.245546;0.488389;0.149617;-0.4943;-0.249127;0.142063;0.706661;0.180651;0.175386;-0.419739;77.17;0
268;2.088248;-0.398171;0.348469;-1.914915;1.431178;-2.784803;-0.23033;-0.609224;-0.076467;0.152464;0.05763;-1.029433;-0.989904;0.974639;1.351191;0.661071;0.364012;1.125168;0.910009;-1.281355;0.458958;-0.345603;-0.834954;0.736692;-0.024599;0.163578;-0.340963;-0.154412;155.95;0
269;-1.032406;-0.142318;-0.705624;-1.658459;-0.555079;0.432085;-1.153796;0.420627;0.039989;0.20449;-0.373289;0.736341;1.781399;-1.510611;-1.668784;0.603725;0.312497;0.247798;-0.56283;-0.53984;0.24463;1.501305;-0.368928;-0.473803;0.933265;0.126927;-0.237611;0.403742;59.52;0
270;3.298682;-0.934555;0.177753;1.990658;-0.133753;-0.207975;-1.922984;1.4675;-1.111005;0.831149;1.826957;-1.227648;-0.907268;-1.534813;0.80523;0.630938;-0.663838;-0.139024;0.442154;0.195954;0.417887;-1.061365;-0.216628;-0.308869;0.133693;-0.707674;-0.209804;-0.212129;29.99;0
278;3.756944;-1.072541;-3.031143;-0.954287;0.601435;1.454977;-0.822274;0.660589;0.464127;0.908758;0.680562;-0.010919;0.733504;0.301049;-0.409848;-0.500809;-1.472376;-0.256213;-0.125602;0.73241;-1.129104;-1.351152;-0.538484;-0.340082;0.066588;0.916797;-0.406299;0.552757;10.85;0
280;-0.124563;-1.281392;-0.619314;2.699017;-1.008821;1.631018;0.21808;0.102981;-0.304468;1.83625;-1.095876;-0.048532;0.457414;-0.218429;-0.866089;0.735026;0.066825;0.540503;-0.248628;0.295225;0.557778;-0.6779;-0.103002;-0.069217;0.22829;-0.268428;0.033329;0.108239;5.48;0
288;-3.296012;0.420279;0.512124;-1.349966;-1.597025;0.366116;-0.5846;-0.312006;0.023102;1.350668;1.248646;0.329313;0.572495;-0.052094;-0.207495;0.181136;-1.402262;-0.131981;-0.319911;-0.775123;1.138897;-0.018052;0.528713;-0.373636;-0.376862;-1.416601;-0.048633;-0.002089;5.91;0
290;0.15549;1.044727;-0.850915;-1.868247;-0.92984;0.287548;1.724375;0.923017;1.510059;0.538994;0.064023;0.347081;-1.008463;0.360593;1.331891;-0.018333;0.494178;-1.228098;-0.735074;0.417732;0.624853;0.811448;-0.276189;0.728746;-0.486559;0.049772;-0.293754;0.404714;97.26;0
296;1.642011;-0.550177;-1.056554;-0.514067;-0.667864;1.58711;-2.478044;-0.590829;0.85895;1.31254;2.262113;-1.44792;-1.102746;-0.415215;0.41479;0.629006;-1.268646;0.115422;0.64933;-0.420728;0.278858;-0.646542;0.479065;-0.266339;-1.188;0.232565;0.025534;-0.185622;320.57;0
297;0.036887;-0.488877;-1.937661;1.369305;1.515904;0.751706;1.986988;1.208517;-1.503662;0.399815;-1.53164;-1.636425;-1.996746;-0.217736;-1.564454;-1.276764;-0.064598;0.24622;0.847359;0.374624;0.274302;0.100632;0.293623;0.929622;0.059758;-0.201578;0.110598;0.176393;8.02;0
305;-2.030752;-0.310871;-3.482677;0.960885;-0.880013;-1.869763;0.114913;-0.67657;-1.461024;1.286196;0.719435;-0.541256;0.293285;1.096127;0.51578;0.356026;0.522444;-0.871673;0.272168;-0.820875;-1.070675;-0.219548;0.554226;0.396067;-0.372158;-0.158319;0.108026;0.109293;16.72;0
309;3.283285;-0.921937;0.627184;0.765119;-0.908141;0.285669;-0.722186;0.984192;1.030245;0.098218;-0.563448;-0.739946;-0.338507;0.92038;0.867829;1.227187;-0.696748;-0.124295;-0.275133;0.888546;0.149077;0.312333;-0.208269;0.09797;0.221682;0.193696;-0.04236;0.856129;25.79;0
310;0.365884;0.669048;0.292602;-1.260052;2.048391;0.918482;-0.817086;0.502769;0.412253;0.091814;-1.531068;0.68169;0.378229;0.491397;1.348054;-0.324282;-1.194036;-0.245151;-1.321795;0.228241;-1.499591;0.159281;-0.312543;-0.417136;-0.60288;-0.08469;0.854121;-0.141364;315.04;0
313;-0.337388;0.21126;-1.29293;1.020379;0.938498;-1.994417;1.978535;0.630324;-0.373332;1.347005;-0.31873;0.21126;-0.502408;-0.440346;0.060442;0.565385;0.679238;-0.007392;1.191584;-0.081992;0.686255;1.162263;-0.667359;-0.185401;1.139768;0.293199;0.029229;0.089966;54.61;0
317;-1.314739;2.582049;-2.453464;-0.00663;0.855363;1.911826;0.577787;0.358699;-1.672286;0.851089;0.809681;-0.864187;0.376319;-0.152963;1.555716;-1.646676;-0.805577;-0.584649;1.41112;-0.146038;-0.791394;-0.956612;0.099814;-0.187226;0.2769;-0.215018;0.051406;0.508598;94.3;0
